"WSBZ23 SBGL 231511
SBAZ SIGMET 1 VALID 231515/231530 SBAZ - SBAZ AMAZONICO FIR EMBD TS FCST WI S0735 W05146 - S0542 W04805 - S0259 W04839 - S0555 W05337 - S0735 W05146
TOP FL400 STNR NC="
"WSBZ23 SBGL 231514
SBAZ SIGMET 2 VALID 231515/231530 SBAZ - SBAZ AMAZONICO FIR SEV ICE FCST WI S0731 W07358 - S0925 W07313 - S1000 W07210 - S1001 W07116 - S0928 W07035 - S1104 W07038 - S1107 W06840 - S0955 W06631 - S0948 W06521 - S1112 W06524 - S1150 W06511 - S1232 W06419 - S1228 W06340 - S1334 W06152 - S1400 W06023 - S1506 W06036 - S1616 W06010 - S1619 W05827 - S1711 W05825 - S1750 W05743 - S1745 W05636 - S1734 W05441 - S1724 W05407 - S1714 W05352 - S1359 W05336 - S0753 W05911 - S1001 W05919 - S1040 W06144 - S0820 W06240 - S0511 W06150 - S0506 W06127 - S0017 W06604 - S0019 W06645 - S0058 W06645 - S0101 W06931 - S0113 W06923 - S0415 W06957 - S0406 W07037 - S0501 W07246 - S0731 W07358
FL150/220 STNR NC="
